int Index	int Constellation	string Constellation Name	int Stars Subgroup	int Star Number	string Star Name	float Star Size	Color Star Color 	V2 Cel Coordinates(hr,Degree)	V2 Cel Coordinates (Normalized)	 float radius	float theta	float phi +	V3 Cartesian
3936	67	Constellation_Puppis	1	81	Star_Sphere (81)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(6.973979, -34.12575)	(-0.581165, -0.379175)	400	2.166403	1.825784	(-83.52026, 320.4169, -224.4044)
3937	67	Constellation_Puppis	1	82	Star_Sphere (82)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(6.7899, -37.94985)	(-0.565825, -0.421665)	400	2.233146	1.777592	(-64.76344, 308.6994, -245.9886)
3938	67	Constellation_Puppis	1	83	Star_Sphere (83)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.861269, -36.23715)	(-0.5717725, -0.402635)	400	2.203254	1.796276	(-72.13191, 314.4641, -236.4515)
3939	67	Constellation_Puppis	1	84	Star_Sphere (84)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.49836, -50.25825)	(-0.54153, -0.558425)	400	2.447968	1.701267	(-33.27074, 253.5578, -307.5735)
3940	67	Constellation_Puppis	1	85	Star_Sphere (85)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.68097, -47.6631)	(-0.5567475, -0.52959)	400	2.402674	1.749074	(-47.77316, 265.1257, -295.679)
3941	67	Constellation_Puppis	1	86	Star_Sphere (86)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.42951, -48.1914)	(-0.5357925, -0.53546)	400	2.411895	1.683242	(-29.92129, 264.9737, -298.1504)
3942	67	Constellation_Puppis	1	87	Star_Sphere (87)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.077489, -45.0792)	(-0.5064574, -0.50088)	400	2.357577	1.591083	(-5.729621, 282.3933, -283.2334)
3943	67	Constellation_Puppis	1	88	Star_Sphere (88)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(6.831329, -46.64025)	(-0.5692775, -0.518225)	400	2.384822	1.788438	(-59.30033, 268.152, -290.8229)
3944	67	Constellation_Puppis	1	89	Star_Sphere (89)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.246619, -46.86615)	(-0.6038849, -0.520735)	400	2.388765	1.897161	(-87.67867, 259.046, -291.9034)
3945	67	Constellation_Puppis	1	90	Star_Sphere (90)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.272599, -46.791)	(-0.60605, -0.5199)	400	2.387454	1.903962	(-89.56368, 258.8052, -291.5445)
3946	67	Constellation_Puppis	1	91	Star_Sphere (91)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.220309, -45.20025)	(-0.6016924, -0.502225)	400	2.359689	1.890273	(-88.52123, 267.5907, -283.8295)
3947	67	Constellation_Puppis	1	92	Star_Sphere (92)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.22646, -44.67285)	(-0.602205, -0.496365)	400	2.350485	1.891883	(-89.77274, 269.9156, -281.2231)
3948	67	Constellation_Puppis	1	93	Star_Sphere (93)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.302239, -44.00775)	(-0.60852, -0.488975)	400	2.338876	1.911722	(-96.19469, 271.14, -277.9023)
3949	67	Constellation_Puppis	1	94	Star_Sphere (94)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.065539, -43.6167)	(-0.5887949, -0.48463)	400	2.332052	1.849754	(-79.73921, 278.3937, -275.9323)
3950	67	Constellation_Puppis	1	95	Star_Sphere (95)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.067189, -42.3432)	(-0.5889325, -0.47048)	400	2.309825	1.850186	(-81.53089, 284.1852, -269.428)
3951	67	Constellation_Puppis	1	96	Star_Sphere (96)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.1199, -40.90275)	(-0.593325, -0.454475)	400	2.284684	1.863985	(-87.37504, 289.4275, -261.9109)
3952	67	Constellation_Puppis	1	97	Star_Sphere (97)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.20489, -40.50315)	(-0.6004075, -0.450035)	400	2.27771	1.886236	(-94.35717, 289.1414, -259.796)
3953	67	Constellation_Puppis	1	98	Star_Sphere (98)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.24935, -41.43555)	(-0.6041124, -0.460395)	400	2.293983	1.897875	(-96.34499, 283.982, -264.7109)
3954	67	Constellation_Puppis	1	99	Star_Sphere (99)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.30869, -39.23145)	(-0.6090575, -0.435905)	400	2.255514	1.913411	(-104.0906, 291.831, -252.9819)
3955	67	Constellation_Puppis	1	100	Star_Sphere (100)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.485779, -38.81925)	(-0.6238149, -0.431325)	400	2.24832	1.959772	(-118.1909, 288.37, -250.7462)
3956	67	Constellation_Puppis	1	101	Star_Sphere (101)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.87848, -38.8791)	(-0.65654, -0.43199)	400	2.249365	2.062581	(-147.0378, 274.4866, -251.0717)
3957	67	Constellation_Puppis	1	102	Star_Sphere (102)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.99293, -39.31965)	(-0.6660775, -0.436885)	400	2.257054	2.092544	(-154.2283, 268.2767, -253.4585)
3958	67	Constellation_Puppis	1	103	Star_Sphere (103)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.656509, -38.3427)	(-0.6380424, -0.42603)	400	2.240003	2.00447	(-131.8297, 284.6836, -248.1456)
3959	67	Constellation_Puppis	1	104	Star_Sphere (104)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.68951, -38.5605)	(-0.6407925, -0.42845)	400	2.243804	2.013109	(-133.8795, 282.6795, -249.3363)
3960	67	Constellation_Puppis	1	105	Star_Sphere (105)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.6647, -38.2716)	(-0.638725, -0.42524)	400	2.238762	2.006614	(-132.5697, 284.6792, -247.756)
3961	67	Constellation_Puppis	1	106	Star_Sphere (106)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.742339, -37.98495)	(-0.6451949, -0.422055)	400	2.233759	2.02694	(-138.8726, 283.0352, -246.1818)
3962	67	Constellation_Puppis	1	107	Star_Sphere (107)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.767989, -37.95075)	(-0.6473324, -0.421675)	400	2.233162	2.033655	(-140.8356, 282.2277, -245.9936)
3963	67	Constellation_Puppis	1	108	Star_Sphere (108)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.56444, -36.34875)	(-0.63037, -0.403875)	400	2.205202	1.980366	(-128.2926, 295.5238, -237.0795)
3964	67	Constellation_Puppis	1	109	Star_Sphere (109)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.646039, -36.4977)	(-0.63717, -0.40553)	400	2.207801	2.001729	(-134.3182, 292.1549, -237.9162)
3965	67	Constellation_Puppis	1	110	Star_Sphere (110)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.718429, -36.0585)	(-0.6432024, -0.40065)	400	2.200136	2.02068	(-140.6194, 291.1909, -235.4444)
3966	67	Constellation_Puppis	1	111	Star_Sphere (111)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.73547, -36.0792)	(-0.6446225, -0.40088)	400	2.200497	2.025141	(-141.8799, 290.4841, -235.5612)
3967	67	Constellation_Puppis	1	112	Star_Sphere (112)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.75911, -34.1775)	(-0.6465925, -0.37975)	400	2.167306	2.03133	(-147.0698, 296.4436, -224.7035)
3968	67	Constellation_Puppis	1	113	Star_Sphere (113)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.82043, -35.25255)	(-0.6517025, -0.391695)	400	2.186069	2.047384	(-149.8489, 290.2466, -230.8727)
3969	67	Constellation_Puppis	1	114	Star_Sphere (114)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.90275, -35.8929)	(-0.6585625, -0.39881)	400	2.197246	2.068935	(-154.8262, 284.6655, -234.5088)
3970	67	Constellation_Puppis	1	115	Star_Sphere (115)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.88412, -36.37665)	(-0.65701, -0.404185)	400	2.205689	2.064058	(-152.493, 283.6632, -237.2364)
3971	67	Constellation_Puppis	1	116	Star_Sphere (116)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.090219, -33.56145)	(-0.674185, -0.372905)	400	2.156554	2.118015	(-173.4296, 284.6447, -221.1324)
3972	67	Constellation_Puppis	1	117	Star_Sphere (117)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.051519, -32.47155)	(-0.6709599, -0.360795)	400	2.137532	2.107883	(-172.658, 289.9494, -214.7524)
3973	67	Constellation_Puppis	1	118	Star_Sphere (118)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(8.357639, -33.06105)	(-0.69647, -0.367345)	400	2.14782	2.188025	(-194.027, 273.3801, -218.2129)
3974	67	Constellation_Puppis	1	119	Star_Sphere (119)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.23644, -35.4969)	(-0.68637, -0.39441)	400	2.190334	2.156295	(-179.9639, 271.416, -232.2636)
3975	67	Constellation_Puppis	1	120	Star_Sphere (120)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.26641, -35.9199)	(-0.6888675, -0.39911)	400	2.197717	2.164141	(-181.1242, 268.5666, -234.6615)
3976	67	Constellation_Puppis	1	121	Star_Sphere (121)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.30499, -35.47395)	(-0.6920825, -0.394155)	400	2.189934	2.174241	(-184.8584, 268.2193, -232.1331)
3977	67	Constellation_Puppis	1	122	Star_Sphere (122)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(8.35623, -36.4995)	(-0.6963525, -0.40555)	400	2.207833	2.187656	(-186.0061, 262.2838, -237.9263)
3978	67	Constellation_Puppis	1	123	Star_Sphere (123)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(8.31018, -36.67455)	(-0.692515, -0.407495)	400	2.210888	2.1756	(-182.4164, 263.908, -238.9075)
3979	67	Constellation_Puppis	1	124	Star_Sphere (124)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(8.23263, -36.3294)	(-0.6860525, -0.40366)	400	2.204864	2.155298	(-177.8121, 268.7522, -236.9707)
3980	67	Constellation_Puppis	1	125	Star_Sphere (125)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(8.22492, -35.9109)	(-0.68541, -0.39901)	400	2.19756	2.153279	(-178.2167, 270.5489, -234.6106)
3981	67	Constellation_Puppis	1	126	Star_Sphere (126)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(8.18997, -39.64275)	(-0.6824975, -0.440475)	400	2.262693	2.144129	(-167.0781, 258.7627, -255.1995)
3982	67	Constellation_Puppis	1	127	Star_Sphere (127)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(8.23395, -40.3578)	(-0.6861625, -0.44842)	400	2.275173	2.155643	(-168.2748, 254.1464, -259.0236)
3983	67	Constellation_Puppis	1	128	Star_Sphere (128)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(8.19039, -42.99795)	(-0.6825325, -0.477755)	400	2.321252	2.144239	(-158.7171, 245.7542, -272.7889)
3984	67	Constellation_Puppis	1	129	Star_Sphere (129)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.41575, -42.7689)	(-0.7013125, -0.47521)	400	2.317255	2.203238	(-173.575, 236.8456, -271.6172)
3985	67	Constellation_Puppis	1	130	Star_Sphere (130)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.43189, -42.15375)	(-0.7026575, -0.468375)	400	2.306518	2.207464	(-176.2978, 238.4413, -268.4489)
3986	67	Constellation_Puppis	1	131	Star_Sphere (131)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.046, -41.33115)	(-0.6705, -0.459235)	400	2.292161	2.106438	(-153.3027, 258.2938, -264.164)
3987	67	Constellation_Puppis	1	132	Star_Sphere (132)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.94985, -43.4952)	(-0.6624875, -0.48328)	400	2.329931	2.081266	(-141.7747, 253.1802, -275.3175)
3988	67	Constellation_Puppis	1	133	Star_Sphere (133)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.95588, -44.1153)	(-0.66299, -0.49017)	400	2.340754	2.082844	(-140.7059, 250.3437, -278.4419)
3989	67	Constellation_Puppis	1	134	Star_Sphere (134)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.9845, -45.22275)	(-0.665375, -0.502475)	400	2.360082	2.090337	(-139.8792, 244.5644, -283.9402)
3990	67	Constellation_Puppis	1	135	Star_Sphere (135)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.71579, -45.18045)	(-0.6429825, -0.502005)	400	2.359344	2.019989	(-122.4338, 253.9804, -283.7321)
3991	67	Constellation_Puppis	1	136	Star_Sphere (136)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.79235, -46.62495)	(-0.6493625, -0.518055)	400	2.384555	2.040033	(-124.2246, 245.0162, -290.7495)
3992	67	Constellation_Puppis	1	137	Star_Sphere (137)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.820759, -46.872)	(-0.6517299, -0.5208)	400	2.388867	2.04747	(-125.467, 242.9694, -291.9313)
3993	67	Constellation_Puppis	1	138	Star_Sphere (138)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.987679, -49.98015)	(-0.6656399, -0.555335)	400	2.443115	2.09117	(-127.8914, 223.1737, -306.3287)
3994	67	Constellation_Puppis	1	139	Star_Sphere (139)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.96953, -49.25655)	(-0.6641275, -0.547295)	400	2.430485	2.086418	(-128.727, 227.1267, -303.0558)
3995	67	Constellation_Puppis	1	140	Star_Sphere (140)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.840799, -50.5098)	(-0.6533999, -0.56122)	400	2.452359	2.052716	(-117.8997, 225.4064, -308.6934)
3996	67	Constellation_Puppis	1	141	Star_Sphere (141)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.6377, -48.6144)	(-0.636475, -0.54016)	400	2.419278	1.999545	(-109.9404, 240.5131, -300.1109)
3997	67	Constellation_Puppis	1	142	Star_Sphere (142)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.61154, -48.8313)	(-0.634295, -0.54257)	400	2.423063	1.992697	(-107.8246, 240.2222, -301.1098)
3998	67	Constellation_Puppis	1	143	Star_Sphere (143)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.7286, -40.9401)	(-0.64405, -0.45489)	400	2.285336	2.023343	(-132.1207, 271.7417, -262.1079)
3999	67	Constellation_Puppis	1	144	Star_Sphere (144)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.82541, -33.30405)	(-0.6521175, -0.370045)	400	2.152062	2.048687	(-153.7505, 296.8539, -219.6328)
4000	67	Constellation_Puppis	1	145	Star_Sphere (145)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.41539, -23.1678)	(-0.7012825, -0.25742)	400	1.975151	2.203144	(-217.3507, 296.6367, -157.3702)
4001	67	Constellation_Puppis	1	146	Star_Sphere (146)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.418059, -24.06105)	(-0.7015049, -0.267345)	400	1.990741	2.203843	(-216.0801, 294.4708, -163.0839)
4002	67	Constellation_Puppis	1	147	Star_Sphere (147)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.38146, -26.35425)	(-0.698455, -0.292825)	400	2.030765	2.194261	(-209.2679, 290.9924, -177.5679)
4003	67	Constellation_Puppis	1	148	Star_Sphere (148)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.799519, -12.1968)	(-0.6499599, -0.13552)	400	1.783671	2.041909	(-177.4533, 348.3801, -84.50814)
4004	67	Constellation_Puppis	1	149	Star_Sphere (149)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.66041, -38.14695)	(-0.6383675, -0.423855)	400	2.236586	2.005491	(-132.4765, 285.3161, -247.0723)
4005	68	Constellation_Pyxis	0	0	Star_Sphere	1	RGBA(1.000, 1.000, 1.000, 1.000)	(8.725921, -33.1965)	(-0.72716, -0.36885)	400	2.150185	2.284441	(-219.1048, 253.0414, -219.0049)
4006	68	Constellation_Pyxis	0	1	Star_Sphere (1)	0.9	RGBA(1.000, 1.000, 1.000, 1.000)	(8.66961, -35.3178)	(-0.7224675, -0.39242)	400	2.187208	2.269699	(-209.9877, 249.8623, -231.2444)
4007	68	Constellation_Pyxis	0	2	Star_Sphere (2)	0.8	RGBA(1.000, 1.000, 1.000, 1.000)	(8.84226, -27.7074)	(-0.736855, -0.30786)	400	2.054382	2.314898	(-239.8587, 260.5347, -185.9825)
4008	68	Constellation_Pyxis	1	3	Star_Sphere (3)	0.7	RGBA(1.000, 1.000, 1.000, 1.000)	(8.92539, -27.6993)	(-0.7437825, -0.30777)	400	2.05424	2.336662	(-245.4897, 255.2722, -185.9325)
4009	68	Constellation_Pyxis	1	4	Star_Sphere (4)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(9.1656, -30.37905)	(-0.7638, -0.337545)	400	2.101011	2.399549	(-254.3542, 233.2033, -202.2873)
4010	68	Constellation_Pyxis	1	5	Star_Sphere (5)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(8.66184, -29.5758)	(-0.7218201, -0.32862)	400	2.086992	2.267665	(-223.277, 266.7749, -197.4299)
4011	68	Constellation_Pyxis	1	6	Star_Sphere (6)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(8.63049, -26.2638)	(-0.7192075, -0.29182)	400	2.029186	2.259457	(-227.9593, 276.9565, -177.0019)
4012	68	Constellation_Pyxis	1	7	Star_Sphere (7)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(9.35886, -25.97895)	(-0.779905, -0.288655)	400	2.024215	2.450144	(-276.9943, 229.2888, -175.2164)
4013	68	Constellation_Pyxis	1	8	Star_Sphere (8)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(9.13566, -25.8723)	(-0.761305, -0.28747)	400	2.022353	2.39171	(-263.3692, 245.296, -174.5467)
4014	68	Constellation_Pyxis	1	9	Star_Sphere (9)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(9.387121, -28.85265)	(-0.7822601, -0.320585)	400	2.07437	2.457542	(-271.5246, 221.3963, -193.0235)
4015	68	Constellation_Pyxis	1	10	Star_Sphere (10)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.592271, -26.87085)	(-0.7160226, -0.298565)	400	2.039781	2.249451	(-223.9869, 277.7481, -180.7924)
4016	68	Constellation_Pyxis	1	11	Star_Sphere (11)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(8.652451, -22.67145)	(-0.7210375, -0.251905)	400	1.966488	2.265206	(-236.1938, 283.622, -154.1785)
4017	68	Constellation_Pyxis	1	12	Star_Sphere (12)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(8.52585, -19.58715)	(-0.7104875, -0.217635)	400	1.912657	2.232063	(-231.4317, 297.4182, -134.0961)
4018	68	Constellation_Pyxis	1	13	Star_Sphere (13)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.83119, -32.80275)	(-0.7359325, -0.364475)	400	2.143312	2.312	(-227.0053, 248.012, -216.6995)
4019	68	Constellation_Pyxis	1	14	Star_Sphere (14)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.508181, -32.15565)	(-0.7090151, -0.357285)	400	2.132018	2.227437	(-206.7272, 268.2207, -212.8885)
4020	68	Constellation_Pyxis	1	15	Star_Sphere (15)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.747041, -37.17225)	(-0.72892, -0.413025)	400	2.219574	2.28997	(-209.967, 239.7959, -241.6853)
4021	68	Constellation_Pyxis	1	16	Star_Sphere (16)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.8338, -29.46735)	(-0.73615, -0.327415)	400	2.085099	2.312684	(-235.3087, 256.7314, -196.771)
4022	69	Constellation_Reticulum	0	0	Star_Sphere	1	RGBA(1.000, 1.000, 1.000, 1.000)	(4.23966, -62.48115)	(-0.353305, -0.694235)	400	2.661298	1.10994	(82.19048, 165.5347, -354.7436)
4023	69	Constellation_Reticulum	0	1	Star_Sphere (1)	0.9	RGBA(1.000, 1.000, 1.000, 1.000)	(3.73677, -64.8036)	(-0.3113975, -0.72004)	400	2.701833	0.9782842	(95.09731, 141.2616, -361.9415)
4024	69	Constellation_Reticulum	0	2	Star_Sphere (3)	0.7	RGBA(1.000, 1.000, 1.000, 1.000)	(3.97962, -61.39935)	(-0.331635, -0.682215)	400	2.642417	1.041862	(96.62372, 165.314, -351.191)
4025	69	Constellation_Reticulum	0	3	Star_Sphere (4)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(4.2753, -59.3055)	(-0.356275, -0.65895)	400	2.605873	1.119271	(89.09338, 183.7213, -343.9605)
4026	69	Constellation_Reticulum	0	4	Star_Sphere (5)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(4.02162, -61.08345)	(-0.335135, -0.678705)	400	2.636904	1.052858	(95.75739, 168.0462, -350.13)
4027	69	Constellation_Reticulum	1	5	Star_Sphere (2)	0.8	RGBA(1.000, 1.000, 1.000, 1.000)	(4.01502, -62.1693)	(-0.334585, -0.69077)	400	2.655855	1.05113	(92.73542, 162.0911, -353.7324)
4028	69	Constellation_Reticulum	1	6	Star_Sphere (6)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(3.4893, -62.9352)	(-0.290775, -0.69928)	400	2.669223	0.9134966	(111.1981, 144.0787, -356.197)
4029	69	Constellation_Reticulum	1	7	Star_Sphere (7)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(3.30045, -62.55315)	(-0.2750375, -0.695035)	400	2.662555	0.8640559	(119.7223, 140.2103, -354.9756)
4030	69	Constellation_Reticulum	1	8	Star_Sphere (8)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(4.365241, -63.39015)	(-0.36377, -0.704335)	400	2.677163	1.142817	(74.3594, 163.0055, -357.631)
4031	69	Constellation_Reticulum	1	9	Star_Sphere (9)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(4.29519, -63.2691)	(-0.3579325, -0.7029901)	400	2.67505	1.124478	(77.66209, 162.2957, -357.2516)
4032	69	Constellation_Reticulum	1	10	Star_Sphere (10)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(4.46346, -62.5248)	(-0.371955, -0.69472)	400	2.66206	1.168531	(72.25035, 169.8147, -354.8843)
4033	69	Constellation_Reticulum	1	11	Star_Sphere (11)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(4.56003, -62.83215)	(-0.3800025, -0.698135)	400	2.667424	1.193813	(67.2327, 169.8144, -355.8691)
4034	69	Constellation_Reticulum	1	12	Star_Sphere (12)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(4.41822, -61.245)	(-0.368185, -0.6805)	400	2.639723	1.156687	(77.42732, 176.1613, -350.6739)
4035	69	Constellation_Reticulum	1	13	Star_Sphere (13)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(4.24683, -62.19944)	(-0.3539025, -0.6911049)	400	2.656382	1.111818	(82.65131, 167.2503, -353.8306)
4036	69	Constellation_Reticulum	1	14	Star_Sphere (14)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(3.51627, -66.49561)	(-0.2930225, -0.73884)	400	2.731364	0.9205574	(96.57439, 126.9744, -366.8118)
4037	70	Constellation_Sagitta	0	0	Star_Sphere	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(19.6683, 18.0)	(0.360975, 0.2)	400	1.256637	5.149149	(160.921, -344.7112, 123.6068)
4038	70	Constellation_Sagitta	0	1	Star_Sphere (1)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(19.68492, 17.46585)	(0.35959, 0.194065)	400	1.26596	5.1535	(162.9043, -345.0348, 120.0549)
4039	70	Constellation_Sagitta	0	2	Star_Sphere (2)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(19.79043, 18.52065)	(0.3507975, 0.205785)	400	1.24755	5.181123	(171.3441, -338.3745, 127.0586)
4040	70	Constellation_Sagitta	0	3	Star_Sphere (3)	0.75	RGBA(1.000, 1.000, 1.000, 1.000)	(19.97922, 19.476)	(0.335065, 0.2164)	400	1.230876	5.230548	(186.7769, -327.6099, 133.3648)
4041	70	Constellation_Sagitta	1	4	Star_Sphere (4)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(20.08722, 19.98225)	(0.326065, 0.222025)	400	1.22204	5.258822	(195.3439, -321.1794, 136.6916)
4042	70	Constellation_Sagitta	1	5	Star_Sphere (5)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(20.166, 20.9106)	(0.3195, 0.23234)	400	1.205838	5.279447	(200.7099, -315.1728, 142.7643)
4043	70	Constellation_Sagitta	1	6	Star_Sphere (6)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(20.06889, 17.07165)	(0.3275925, 0.189685)	400	1.27284	5.254023	(197.1286, -327.645, 117.4269)
4044	70	Constellation_Sagitta	1	7	Star_Sphere (7)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(20.05563, 18.4896)	(0.3286975, 0.20544)	400	1.248092	5.250552	(194.4406, -325.7317, 126.853)
4045	70	Constellation_Sagitta	1	8	Star_Sphere (8)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(20.00124, 17.5203)	(0.33323, 0.19467)	400	1.265009	5.236312	(190.8293, -330.2784, 120.4175)
4046	70	Constellation_Sagitta	1	9	Star_Sphere (9)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(19.96311, 16.78095)	(0.3364075, 0.186455)	400	1.277914	5.22633	(188.2712, -333.4922, 115.4854)
4047	70	Constellation_Sagitta	1	10	Star_Sphere (10)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(19.935, 16.6329)	(0.33875, 0.18481)	400	1.280498	5.218971	(185.956, -335.1286, 114.4954)
4048	70	Constellation_Sagitta	1	11	Star_Sphere (11)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(19.62204, 16.45425)	(0.36483, 0.182825)	400	1.283615	5.137038	(158.0513, -349.5468, 113.2999)
4049	70	Constellation_Sagitta	1	12	Star_Sphere (12)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(19.2555, 21.20715)	(0.395375, 0.235635)	400	1.200662	5.041078	(120.3768, -352.9482, 144.6964)
4050	70	Constellation_Sagitta	1	13	Star_Sphere (13)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(19.81683, 19.1304)	(0.3485975, 0.21256)	400	1.236908	5.188034	(173.0496, -335.9611, 131.0877)
4051	70	Constellation_Sagitta	1	14	Star_Sphere (14)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(20.33928, 17.8002)	(0.30506, 0.19778)	400	1.260124	5.324811	(218.9328, -311.6347, 122.2794)
4052	71	Constellation_Sagittarius	0	0	Star_Sphere	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(18.40305, -34.39665)	(0.4664125, -0.382185)	400	2.171131	4.817907	(34.76265, -328.2228, -225.9675)
